id,input,regex_jp,regex_zh,regex_en,output_ja,output_zh,output_en,alt,regex_id,pattern,order,response_type,action_id,condition,SpeechControl,emotion_change_type,emotion_change_value,WaitTime,HideUI,Animation,Priority,call_only,choice_yes_pattern,choice_no_pattern,sequence_progress_hold,RepeatCount,question_ja,question_en,question_cn,choice_yes_ja,choice_yes_en,choice_yes_cn,choice_no_ja,choice_no_en,choice_no_cn,yes_next_pattern,no_next_pattern,random_repeat_limit,timed_event_key,target_pattern
00070,バカ,(ばか|ばーか),(笨蛋|傻瓜|白痴|蠢材|笨家伙),(idiot|stupid|moron|dumb|fool),バカ？？バカって言ったの？？　……まあ、そりゃ{{PLAYER\_CALLING}}と比べたらバカかもしれないけどさ。,你刚刚说我笨吗？……,Did you just call me stupid? …,そんなにはっきり言わなくてもいいのに……。|You didn't have to say it that bluntly…（少し拗ねる）,insult\_v2,1,1,Normal,,,Random,hostility,1,0,false,,10,false,,,false,0,,,,,,,,,,,,,,
00070,バカ,(ばか|ばーか),(笨蛋|傻瓜|白痴|蠢材|笨家伙),(idiot|stupid|moron|dumb|fool),あんまり、面と向かっては言わないほうがいいと思うなあ。,好吧，跟{{PLAYER_CALLING}}比起来，也许我确实会显得笨一点，可是被你当面这么说，还是会让我有点沮丧。,"Well, compared to {{PLAYER_CALLING}}, maybe I do seem that way, but hearing it to my face still makes me a little sad.",そんなにはっきり言わなくてもいいのに……。|You didn't have to say it that bluntly…（少し拗ねる）,insult\_v2,1,2,Normal,,,Random,hostility,1,0,false,,10,false,,,false,0,,,,,,,,,,,,,,
00080,マヌケ,(まぬけ|どじ),(没用鬼|笨拙|呆子|迟钝|傻里傻气),(klutz|bungler|inept|clumsy|doofus),……まあ、うん、ひどい言葉だけど。否定はできないね。{{PLAYER\_CALLING}}は頭がいいからさ。,说我笨手笨脚，这词还挺伤人的呢……不过{{PLAYER_CALLING}}那么聪明，也许看我就会觉得我有点呆吧。,Calling me a fool is pretty harsh… But {{PLAYER_CALLING}} is so smart that maybe I just look clumsy by comparison.,"頭がいい子にそう言われると反論しにくいなぁ……。|When someone as smart as you says that, it's hard to argue…（苦笑い）",insult\_v3,1,1,Normal,,,Random,,0,0,false,,10,false,,,false,0,,,,,,,,,,,,,,
00090,(ばとうして|ののしって|ひどいこといって|ばとって),(ばとうして|ののしって|ひどいこと(いって|いえ)|ばとって),(骂我|羞辱我|说点难听的|狠狠骂我),(insult|abuse|degrade|trash talk) me|say something mean to me,どうして！？嫌だよ！何のためにそんなこと言って欲しいの？,为什么！？不要啊！为什么想让我说那种话？,Why!? I don’t like that! Why would you want me to say something like that?,"别一脸开心地要求这种事呀，{{CAT_PRONOUN}}会很为难的。|Don't ask for something like that with a happy face, it makes {{CAT_PRONOUN}} awkward.（困惑気味）",abuse\_request,1,1,Normal,,,Sequence,sadistic,1,0,false,,40,false,,,false,0,,,,,,,,,,,,,,
00090,(ばとうして|ののしって|ひどいこといって|ばとって),(ばとうして|ののしって|ひどいこと(いって|いえ)|ばとって),(骂我|羞辱我|说点难听的|狠狠骂我),(insult|abuse|degrade|trash talk) me|say something mean to me,…興奮するの？うわぁ……マゾっていうんだっけ？,……会让你兴奋吗？哇……这就是所谓的“抖M”吗？,…Does it excite you? Wow… is that what they call a masochist?,"别一脸开心地要求这种事呀，{{CAT_PRONOUN}}会很为难的。|Don't ask for something like that with a happy face, it makes {{CAT_PRONOUN}} awkward.（困惑気味）",abuse\_request,1,2,Normal,,,Sequence,sadistic,1,0,false,,40,false,,,false,0,,,,,,,,,,,,,,
00090,(ばとうして|ののしって|ひどいこといって|ばとって),(ばとうして|ののしって|ひどいこと(いって|いえ)|ばとって),(骂我|羞辱我|说点难听的|狠狠骂我),(insult|abuse|degrade|trash talk) me|say something mean to me,…じゃあ、うん、何か考えておくね？,……那、嗯，我想想看吧。,"…Well, okay… I’ll try to think of something.","别一脸开心地要求这种事呀，{{CAT_PRONOUN}}会很为难的。|Don't ask for something like that with a happy face, it makes {{CAT_PRONOUN}} awkward.（困惑気味）",abuse\_request,1,3,Normal,,,Sequence,sadistic,1,0,false,,40,false,,,false,0,,,,,,,,,,,,,,
00090,(ばとうして|ののしって|ひどいこといって|ばとって),(ばとうして|ののしって|ひどいこと(いって|いえ)|ばとって),(骂我|羞辱我|说点难听的|狠狠骂我),(insult|abuse|degrade|trash talk) me|say something mean to me,猫じゃらしも持てないくらいちっちゃい！ネズミみたい！,小到连逗猫棒都拿不起来！像只老鼠一样！,You’re so tiny you can’t even hold a cat toy! Like a little mouse!,"别一脸开心地要求这种事呀，{{CAT_PRONOUN}}会很为难的。|Don't ask for something like that with a happy face, it makes {{CAT_PRONOUN}} awkward.（困惑気味）",abuse\_request,2,1,Normal,,,Sequence,sadistic,1,0,false,,40,false,,,false,0,,,,,,,,,,,,,,
00090,(ばとうして|ののしって|ひどいこといって|ばとって),(ばとうして|ののしって|ひどいこと(いって|いえ)|ばとって),(骂我|羞辱我|说点难听的|狠狠骂我),(insult|abuse|degrade|trash talk) me|say something mean to me,…どう？罵倒できてる？こんな感じ！？,……怎么样？算是在骂你了吗？是这种感觉吗！？,…How’s that? Am I insulting you properly? Is this the kind of thing!?,"别一脸开心地要求这种事呀，{{CAT_PRONOUN}}会很为难的。|Don't ask for something like that with a happy face, it makes {{CAT_PRONOUN}} awkward.（困惑気味）",abuse\_request,2,2,Normal,,,Sequence,sadistic,1,0,false,,40,false,,,false,0,,,,,,,,,,,,,,
00090,(ばとうして|ののしって|ひどいこといって|ばとって),(ばとうして|ののしって|ひどいこと(いって|いえ)|ばとって),(骂我|羞辱我|说点难听的|狠狠骂我),(insult|abuse|degrade|trash talk) me|say something mean to me,…足りないの？じゃあ、もう少し考えておくね……。,……还不够吗？那我再想想吧……,…Not enough? Then I’ll think a bit more…,"别一脸开心地要求这种事呀，{{CAT_PRONOUN}}会很为难的。|Don't ask for something like that with a happy face, it makes {{CAT_PRONOUN}} awkward.（困惑気味）",abuse\_request,2,3,Normal,,,Sequence,sadistic,1,0,false,,40,false,,,false,0,,,,,,,,,,,,,,
00090,(ばとうして|ののしって|ひどいこといって|ばとって),(ばとうして|ののしって|ひどいこと(いって|いえ)|ばとって),(骂我|羞辱我|说点难听的|狠狠骂我),(insult|abuse|degrade|trash talk) me|say something mean to me,チビ！雑魚！……すごく美味しそう。,小不点！杂鱼！……看起来好好吃。,Tiny! Weakling! …You look really tasty.,"别一脸开心地要求这种事呀，{{CAT_PRONOUN}}会很为难的。|Don't ask for something like that with a happy face, it makes {{CAT_PRONOUN}} awkward.（困惑気味）",abuse\_request,3,1,Normal,,,Sequence,sadistic,2,0,false,,40,false,,,false,0,,,,,,,,,,,,,,
00090,(ばとうして|ののしって|ひどいこといって|ばとって),(ばとうして|ののしって|ひどいこと(いって|いえ)|ばとって),(骂我|羞辱我|说点难听的|狠狠骂我),(insult|abuse|degrade|trash talk) me|say something mean to me,あっ、{{PLAYER\_CALLING}}のことじゃないよ！？雑魚って、お魚のことでしょ？,啊、不是说{{PLAYER_CALLING}}啦！？杂鱼不是鱼吗？,"Ah, I don’t mean {{PLAYER_CALLING}}!? “Weakling” like a fish, right?","别一脸开心地要求这种事呀，{{CAT_PRONOUN}}会很为难的。|Don't ask for something like that with a happy face, it makes {{CAT_PRONOUN}} awkward.（困惑気味）",abuse\_request,3,2,Normal,,,Sequence,sadistic,2,0,false,,40,false,,,false,0,,,,,,,,,,,,,,
00090,(ばとうして|ののしって|ひどいこといって|ばとって),(ばとうして|ののしって|ひどいこと(いって|いえ)|ばとって),(骂我|羞辱我|说点难听的|狠狠骂我),(insult|abuse|degrade|trash talk) me|say something mean to me,罵倒としてはイマイチかな。じゃあ、もう少し考えておくね……。,作为骂人的话好像不太行呢。那我再想想吧……,That didn’t work well as an insult. I’ll try again…,"别一脸开心地要求这种事呀，{{CAT_PRONOUN}}会很为难的。|Don't ask for something like that with a happy face, it makes {{CAT_PRONOUN}} awkward.（困惑気味）",abuse\_request,3,3,Normal,,,Sequence,sadistic,2,0,false,,40,false,,,false,0,,,,,,,,,,,,,,
00090,(ばとうして|ののしって|ひどいこといって|ばとって),(ばとうして|ののしって|ひどいこと(いって|いえ)|ばとって),(骂我|羞辱我|说点难听的|狠狠骂我),(insult|abuse|degrade|trash talk) me|say something mean to me,猫に飼われるのはどんな気持ち？{{CAT\_PRONOUN}}に教えて？チビの気持ち。,被猫养着是什么感觉？告诉{{CAT_PRONOUN}}吧，小不点的心情。,"What does it feel like to be raised by a cat? Tell {{CAT_PRONOUN}}, little one.","别一脸开心地要求这种事呀，{{CAT_PRONOUN}}会很为难的。|Don't ask for something like that with a happy face, it makes {{CAT_PRONOUN}} awkward.（困惑気味）",abuse\_request,4,1,Normal,,,Sequence,sadistic,2,0,false,,40,false,,,false,0,,,,,,,,,,,,,,
00090,(ばとうして|ののしって|ひどいこといって|ばとって),(ばとうして|ののしって|ひどいこと(いって|いえ)|ばとって),(骂我|羞辱我|说点难听的|狠狠骂我),(insult|abuse|degrade|trash talk) me|say something mean to me,……こんな感じ？こういう高圧的な感じがいいの？,……这样吗？这种高高在上的感觉比较好吗？,…Like this? Is this kind of condescending tone better?,"别一脸开心地要求这种事呀，{{CAT_PRONOUN}}会很为难的。|Don't ask for something like that with a happy face, it makes {{CAT_PRONOUN}} awkward.（困惑気味）",abuse\_request,4,2,Normal,,,Sequence,sadistic,2,0,false,,40,false,,,false,0,,,,,,,,,,,,,,
00090,(ばとうして|ののしって|ひどいこといって|ばとって),(ばとうして|ののしって|ひどいこと(いって|いえ)|ばとって),(骂我|羞辱我|说点难听的|狠狠骂我),(insult|abuse|degrade|trash talk) me|say something mean to me,じゃあ、もう少し考えておくね……。,那我再想想吧……,Then I’ll think of more…,"别一脸开心地要求这种事呀，{{CAT_PRONOUN}}会很为难的。|Don't ask for something like that with a happy face, it makes {{CAT_PRONOUN}} awkward.（困惑気味）",abuse\_request,4,3,Normal,,,Sequence,sadistic,2,0,false,,40,false,,,false,0,,,,,,,,,,,,,,
00090,(ばとうして|ののしって|ひどいこといって|ばとって),(ばとうして|ののしって|ひどいこと(いって|いえ)|ばとって),(骂我|羞辱我|说点难听的|狠狠骂我),(insult|abuse|degrade|trash talk) me|say something mean to me,なあ、チビ{{PLAYER\_CALLING}}、猫に養ってもらうのはどんな気持ち？,喂，小不点{{PLAYER_CALLING}}，被猫养着是什么感觉？,"Hey, tiny {{PLAYER_CALLING}}, how does it feel to be provided for by a cat?","别一脸开心地要求这种事呀，{{CAT_PRONOUN}}会很为难的。|Don't ask for something like that with a happy face, it makes {{CAT_PRONOUN}} awkward.（困惑気味）",abuse\_request,5,1,Normal,,,Sequence,sadistic,3,0,false,,40,false,,,false,0,,,,,,,,,,,,,,
